,Nama Pelanggan,Produk,Ulasan,Rating,label
1919,Sindi,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"cantik, worth the price 😍",5,1
1920,R***a,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"quality nya kurang, beban tumpu ada di pintu tapi baut nya di pasang vertikal tanpa penyangga.. hasil nya hitungan jam copot sendiri. saya harus bongkar lagi dan akalin t...",1,0
1921,Adhyta,Alarm Pintu Jendela / Smart Window & Door Sensor - Sensor Pintar Wi-Fi,Delaynya pas konek ke wifi klo lama gk ada action,5,1
1922,Adhyta,Saklar Pintar / Saklar Listrik / Smart BREAKER ON OFF Switch Wireless,"Enak, jual lagi dong",5,1
1923,Nandang,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,sesuai harga,5,1
1924,B***i,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"bantan mayan empuk, pas masang aja agak bingung krn ga ada petunjuknya",5,1
1925,D***i,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"barang bagus, kokoh, buku panduannya mudah dimengerti👍",5,1
1926,Galih,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,Recommended!,5,1
1927,E***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"barang lumayan fungsional, besi dan kayu oke nggak ada yg bengkok, kayu ringan mirip material olympic, cuma sayang baut yg buat besi kurang 4. jadi peer lagi nyari baut
s...",4,1
1928,feri,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"rak nya bagus ,, 
tapi syang packing nya sma sekali tidak rapi ya",4,1
1929,W***y,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,biar bintang yang bicara...!!!,5,1
1930,ine,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,Tidak ada ulasan,2,0
1931,M***j,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Part-part bagian kayunya banyak yg somplak,3,0
1932,muhamad,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,Kokoh mantap,5,1
1933,Astuti,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,speechless lah pokona mah,5,1
1934,Titin,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Murmer.. 
barang aman sampe nya",4,1
1935,sandi,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Tidak ada ulasan,2,0
1936,Adryan,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,kualitas produk baik produk original kecepatan pengiriman baik packing baik terima kasih,5,1
1937,Edy,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,Tidak ada ulasan,2,0
1938,Ilham,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"kondisi kardus pengiriman sudah rusak, tidak asa bubble wrap atau kayu untuk pengirimannya, untuk kualitas produk, meja sangat ringan untuk dipindahkan ketika setelah dir...",4,1
1939,Andi,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,lumayan,4,1
1940,Dadan,Meja Kayu/ Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi,barang sudah sampai sesuai dengan pesanan proses y pun cepat..mksh ya ka,5,1
1941,Enny,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"Boxnya besar dan kokoh, trimakasih🙏",5,1
1942,Annisa,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,Tidak ada ulasan,5,1
1943,Agam,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,Product as described. Secure packaging. Thank you.,5,1
1944,Agam,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,Product as described. Secure packaging. Thank you.,5,1
1945,Dwie,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,Tidak ada ulasan,5,1
1946,ardianta,Rak Penyimpanan 5 Tingkat/ 5 Susun Rak Gudang Serbaguna Rak/ Rak Dapur,TERNYATA KURANG SATU TINGKAT BESI DAN PAPANNYA TIDAK ADA,2,0
1947,Morli,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Toko sangat responsif dan jujur. Ga nyesel belanja disini.
Gampang di rakit, bahan terlihat kokoh.",5,1
1948,E***c,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,BAGUSSS,5,1
1949,heru,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,barang ok,5,1
1950,p***o,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,pesanan cepat sampai nya bagus - kuat sesuai . hanya tidak ada pengunci seperti yg di vedio kan.,5,1
1951,Elisa,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,"Barang datang retak dan tidak ada baut. 

Kalo masalah retak bisa jadi salah ekspedisi. Saya bisa memaklumi. 

Masalah baut sudah ter solve dengan admin. Lagi menunggu ba...",2,0
1952,Naufaldi,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,ok aja,5,1
1953,yongxionglin,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Tidak ada ulasan,1,0
1954,Dewi,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"packingnya aman banget, hasilny ok lah buku bacaan anak2 ngga berantakan lagi.",5,1
1955,Adryan,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,kualitas produk baik produk original kecepatan pengiriman baik packing baik terima kasih,5,1
1956,Y***n,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"packing cuman dikasih kardus, meja datang dalam keadaan bolong. silahkan dinilai sendiri",1,0
1957,Combat,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Harga pas
Kualitas puas
Fungsi normal
Produk original",5,1
1958,Linda,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,kayu utk meja...bergelembung...,1,0
1959,Agus,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"paking rapi pake karung, barang gak cacat mulus kelengkapan lengkap sudah terpasang dengan baik di meja belajar anak bungsu abah. terima kasih atas pelayananya (bintang 5...",5,1
1960,lilikkelanaputri,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Mantaappp bagussss,5,1
1961,S***e,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,Bagian pintu Bawah ngak bs d pasang dan just in general qualitas kurang Bagus,1,0
1962,Bardo,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"after product arrived incomplete, the chairs are very small and unstable. bad product, bad service",1,0
1963,Bardo,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"first order: never arrived. second order: produkt arrived incomplete. once the missing parts got delivered, the chairs are super small and very unstable. maybe for childe...",1,0
1964,Pepen,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"ada yg penyok, mungkin sm kurirnya",4,1
1965,Ahmad,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"Kondisi 98% bagus, ada beberapa dent disudut. Tapi semuanya bagus. pemasangannya mudah karena ada panduannya",5,1
1966,I***n,(NEW) Rak Kosmetik Susun 3 TIPE Kotak Penyimpanan Makeup Organizer,Tidak ada ulasan,2,0
1967,P***e,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Besi kecil. Di foto iklan, lebar besi mungkin sekitar 2-4cm, aslinya cuma 1cm. Kaki besi mepet ke sudut papan daun meja kalau di foto, aslinya ternyata jauh dari sudut pa...",3,0
1968,Budi,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"sekat laci tengah tidak pas
rak atas tidak kuat..jd gampang goyang
pintu laci atas serat,pintu laci bawah longgar bngt
harga sesuai",4,1
1969,Budi,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"pintu bawah tidak presisi
kaki2 tidak rata,jadi gampang goyang
magnet pintu tidak kuat..gampang lepas
harga sesuai lah",4,1
1970,Sandjaja,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"any way bagus hanya sedikit kurang presisi di pintu, pengiriman cepat dan rapi",5,1
1971,Linggawati,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Kualitas Bagus,5,1
1972,M***a,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,ok. kualitas oke. baguuss,5,1
1973,Y***a,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"antara harga sm usaha ngerakit nya ya sebanding, kirain tinggal system knockdown ternyata msh nya paku kcl2 ditambah buku panduan nya bahasa mandarin, dan entah gmn setel...",3,0
1974,T***i,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,Pemesanan kedua sangking sukanya! Barang bagus dan kokoh. Pengiriman juga cepat dan aman.,5,1
1975,T***i,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,Barang kokoh dan pengiriman cepat.,5,1
1976,A***o,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"barang sesuai, packing aman, seller responsif
kualitas agak ringkih jika ditaruh benda berat",4,1
1977,bagus,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,"barang sesuai expectasi, gak usah ngerakit...langsung jadi...mantabhhh",5,1
1978,Wendy,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,bagus,5,1
1979,Steven,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,"paking sangat tidak niat, bubble wrap hanya 1 lapis saja tapi tidak dilakban cuman asal tempel aja akibatnua ban hilang 1 dan hidrolis juga hilang. INTINYA JADI GAK KEPAK...",1,0
1980,Steven,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,paking ala kadar,3,0
1981,Makashin,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Enak,5,1
1982,Makashin,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Bagus sekali,5,1
1983,TEDI,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Komponen semua lengkap
Tingkat presisi baik
Buku petunjuk agak buram dan tulisan kecil
Perlu effort besar buat merakit
Semangat",5,1
1984,almascatie,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"cukup bagus, meski satu kursi pecah. 🙏",5,1
1985,I***s,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,"OK, dapat discount, jadi tinggal warna hitam",5,1
1986,Vicky,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,solid jg. lumayan buat meja kerja minimalis dan ekonomis,5,1
1987,Hani,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Kualitasnya bagus, tapi panjangnya lebih kecil daripada ekspektasi, kayak sempit, kurang lebar.",5,1
1988,T***h,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Agak pendek, kurang tinggi mejanya",3,0
1989,J***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Perakitan cukup mudah. Namun banyak cacat barangnya 😔,3,0
1990,T***o,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,"Barang bagus, tiba tepat waktu",5,1
1991,Herman,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"sempet gak update status pengiriman, sempet bingung dikit masangnya, akhirnya sampai dan kepasang,
seller juga ramah dan sabar
barang bagus, trims👌👍",5,1
1992,zein,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,"lumayan, hanya papannya gumpil",5,1
1993,L***a,Laci Kabinet Penyimpanan Lemari Kayu / Lemari Laci Kayu / Drawers Rack,sebaiknya jangan belanja di toko ini. sangat buruk secara keseluruhan.,1,0
1994,D***a,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,recomended seller,5,1
1995,Nadia,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"so so lah ya, real pict but ada beberapa partnya bergores but not bad",3,0
1996,M***t,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,sungguh mempesona,5,1
1997,Viecca,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Ada yg terkelupas sdikit, tp masih ok",4,1
1998,Merlion,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Murmer beli pas kejar diskon😆👍🏿👍🏿👍🏿👍🏿👍🏿,5,1
1999,R***R,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Kursinya bagus, harga bersahabat.. smoga awet..",5,1
2000,Muhammad,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Barang sebenarnya tidak masalah. Dan ini bukan pembelian pertama saya di Toko ini. Tapi untuk selanjutnya saya pertimbangkan untuk tidak reorder di Toko ini lagi.

Masala...",1,0
2001,Muhammad,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Barang sebenarnya tidak masalah. Dan ini bukan pembelian pertama saya di Toko ini. Tapi untuk selanjutnya saya pertimbangkan untuk tidak reorder di Toko ini lagi.

Masala...",1,0
2002,V***a,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Ok, kualitas sebanding dg harga.",5,1
2003,Muhammad,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Barang bagus tapi sayang pengirimannya lama sampe 4hari tapi barangnya memuaskan semoga awet,4,1
2004,Rulita,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"bautnya ada 1 yang ga sesuai ukuran, lebih pendek dari yg lain, jadinya lepas2 huhuhu

kursi sandarannya ga begitu kokoh, agak mlenyot kalo kita nyeder",3,0
2005,Sara,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,oklah,5,1
2006,D***u,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Barang sesuai harga, baca instruksi sebelum pasang.
Seller kurang responsif, pembeli harus berusaha sendiri tanpa di follow up oleh seller untuk tahu status pengiriman ba...",4,1
2007,D***u,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Barang sesuai harga, baca instruksi sebelum pasang.
Seller kurang responsif, pembeli harus berusaha sendiri tanpa di follow up oleh seller untuk tahu status pengiriman ba...",4,1
2008,Reza,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,ok,5,1
2009,Widya,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"over all setelah dirakit sesuai dengan gambar,sayangnya paket diterima dalam kondisi terbuka/packaging tidak maksimal sehingga sempat khawatir barang rusak atau tidak len...",5,1
2010,K***l,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"barang sesuai, packing nya memang kurang tapi pas nyampe ga ada cacat, aman.. pelayanan & pengiriman cpet, sipp 👍🙏",5,1
2011,A***f,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"datengnya paket agak lama hampir seminggu, trus pas dateng barang ndk komplit nunggu lagi buat masangnya pas dateng masih ada yg kurang lagi tp gpp. makasih min sukses sl...",4,1
2012,juwarin,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak ada ulasan,2,0
2013,DJOHAN,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"ringki, enteng, kualitas tidak sesuai harapan
Barang tiba juga sudah retak,",1,0
2014,Zurnie,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"alhamdulillah pesanan sdh sampe dgn baik,  produk bagus,  terimakasih",5,1
2015,garyn,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"presisi meja dan rangkanya cukup presisi, tapi seller harus lebih teliti lagi sebelum mengirim, karena ada beberapa part yg kurang dan menyusul pengiriman, namun respon s...",4,1
2016,ghifariii,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,kelengkapan dan kondisi fisik tidak 100%,2,0
2017,A***a,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Kokoh,5,1
2018,Yaya,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"responnya lambat.. beli tanggal 7 feb, di sistem semestinya sampai paling lambat tgl 11. realisasinya tanggal 13 baru nyampe. ini bukan kesalahan expedisi, tapi di lihat...",3,0
2019,Nunu,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,pengirimannya lama,2,0
2020,opaya,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,1,0
2021,Dolf,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Monitoring pengiriman sangat lemah smp di komplain berat melalui Toped, barulah respon.

Barang sy blm lihat dan buka. Sy asumsikan barang bagus.",2,0
2022,Chrisnico,Homedoki Ultrasonic Cleaning Machine / Pembersih Cuci Peralatan Kecil,"produk sesuai, cuman agak bising untuk barang sekecil ini dan getarannya lumayan. hahaha",5,1
2023,faliga,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Sekrupnya kurang,5,1
2024,J***n,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,Ada beberapa bagian yg boncel di sudut2nya,4,1
2025,Diwan,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Ada harga ada rupa, begitulah pepatah 🤣,
Meja kurang kokoh alias goyang-goyang, material frame/rangka sangan kecil dan tipis.
lubang-lubang baut beberapa tidak match.

w...",5,1
2026,Erfan,Kursi Lipat Camping /Kursi Lipat Outdoor /Portable Kursi /Bangku Lipat,"Mantap barangnya ekonomis tapi rigit !!
Untuk pengiriman memang lemot, tapi karena ngambil gratis ongkir wkwk",5,1
2027,Karina,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,beberapa bagian lecet dan baut longgar,4,1
2028,Karina,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,agak lecet sedikit dan beberapa mur longgar,4,1
2029,Ajim,Coffee Table / Meja Tamu Minimalis Samping/ Meja Kopi/ Meja Samping,Barang bagus.,5,1
2030,R***a,Meja Tamu Minimalis / Ruang Tamu Meja Kopi / Coffee Table / Meja Bulat,Warna sesuai Ukuran sesuai,5,1
2031,M***a,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,Warnanya tidak seputih yg dibayangkan. Untuk harga oke banget banget sih memang 👍🏽. Semoga kuat awet.,5,1
2032,S***k,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Kualitas produk sesuai dengan harga, ada dent sedikit tapi tidak masalah. Pemasangan sangat mudah, lubang dan baut presisi, dan sudah disediakan obeng. Meja saya kira bak...",5,1
2033,empetri,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Menurut saya ini toko bukan niat jual tapi niat nipu. Logikanya dimana daun meja di pake partikel wood tipis.. kaki besi o,2 mm. Di tonjok aja peot.  Baud2 bermasalah. Ad...",1,0
2034,A***i,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"kakinya kecil sekali, titik las cuma di titik aja semoga awet",4,1
2035,H***o,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"barang bagus, harga murah",5,1
2036,H***o,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"barang bagus, harga murah ...",5,1
2037,H***o,Lemari Dinding Dapur / Lemari Kabinet Dapur / Kitchen Set Minimalis,"barang bagus, harga murah ...",5,1
2038,Ayu,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,barangnya bagus bngt cuma sayang kurir pengirimannya ga jls barang sampai lma bngt sampai harus komplian dlu dan dusnya juga pada robek utung barang di dlmnya masih oke,5,1
2039,Muhamad,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,GOODDDDDDFFF,5,1
2040,P***a,Rak Buku Kayu Minimalis / Buku Rak Pajangan/ Rak Penyimpanan Buku,"pengiriman cepat krn instant, gampang di rakit dan lumayan muat banyak brg",5,1
2041,fuad,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"bahan ringan, mudah d rakit tp setelah d tumpangi meja komputer memang agk goyang.. tp untuk harga dan kualitas brang. Sdh OK. cman agk sdikit komplain utk pengiriman nya...",5,1
2042,Mark,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,barang nya somplak,2,0
2043,Syfa,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,barangnya aman sampai alamat :),5,1
2044,Harris,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,Tidak ada ulasan,5,1
2045,Ahmad,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Seller ramah, barang oke, walaupun ada part yang kurang, di kirimkan langsung part nya

Terima kasih",5,1
2046,josephine,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Ok,5,1
2047,Sri,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"barang oke, lebih kecil dikit dari yg di informa, tapi bukan ukuran yg anak kecil",5,1
2048,Ez,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Mantap, ada yg terkelupas di ujung",5,1
2049,deto,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"barang oke, sesuai sama harganya",5,1
2050,N***l,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"Belon dirakit sih, tapi pengirimannya termasuk cepet untuk ukuran penjual furniture. Mantap",5,1
2051,Avro,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"Produk sesuai deskripsi,finishing rapih dan tutorial perakitan mudah dan jelas. selain itu bila ada kendala, support dan respon memuaskan. terima kasih.",5,1
2052,Apriadi,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,oke lah,5,1
2053,Anggi,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,mantabbbb deh pokoknya. walaupun agak kurang nyaman sama atasnya waktu kena tangan karena ga melengkung. sisanya toppp.,5,1
